#Total payments (2.5yrs)	Name	Specialty	Medicare prescriptions	Drug cost	Brand name?	Speaking payment	% narcotics	peer % narcotics	Most-prescribed medicare drugs
$1095478.9	<A HREF=https://projects.propublica.org/vital-signs/doctor/1962567792 >DAVID MANNING </A>	Orthopaedic Surgery	<span style=color:black>361 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	42.3	( peers 55.8)	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1659457745 >HOWARD CHAN </A>	Dentist, General Practice	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1659434173 >JAMES WOODRUFF </A>	Internal Medicine	<span style=color:black>1384 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1659433100 >PATRICK MURRAY </A>	Nephrology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1659383941 >ELLEN SNOWDEN </A>	Reproductive Endocrinology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1649697947 >ASHLEY ALTMAN </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1649616582 >ANDREW PUTNAM </A>	Cardiovascular Disease	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1649567314 >CATHERINE ROCKWOOD </A>	Psychiatry	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1649533613 >JASON ALEXANDER </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1649523226 >JOSEPH GIANNINI </A>	Nurse Practitioner, Adult Health	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1649503194 >CHENG HONG </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1649322322 >JEROME TAXY </A>	Clinical Pathology/Laboratory Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1639551740 >MYTHRI REDDY </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1639550890 >ETHAN SILVERMAN </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1639526023 >DANIEL MEZA </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1639502230 >GAIL GANNON </A>	Nurse Practitioner, Family	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1639467087 >BRYAN CAMPBELL </A>	Hospitalist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1639462781 >MIRAN RHEE ANAGNOST </A>	Anatomic Pathology & Clinical Pathology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1639373699 >JENNIFER BANAYAN </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1639337793 >JONATHAN SHERMAN </A>	Otolaryngology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1639325129 >AMANDA ELLIS-PELLETIER </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1639315427 >JENNIFER HOFER </A>	Critical Care Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1639241847 >DONNA SWOPE </A>	Clinical Social Worker	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1639232150 >HARVEY GOLOMB </A>	Hematology & Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1639231186 >JAY PURDY </A>	Infectious Disease	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1629521133 >SUDARSHAN PARAMSOTHY </A>	Gastroenterology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1629457163 >KATHLEEN HAROLD </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1629427190 >DANIEL TEIXEIRA DA SILVA </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1629417886 >MAXIMO MARIN </A>	Anatomic Pathology & Clinical Pathology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1629417209 >RACHEL CANE </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1629416409 >CHRISTOPHER D'ANGELO </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1629392352 >SERGEY SHIKANOV </A>	Urology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1629327291 >JULIE CARABAJAL </A>	Nurse Practitioner, Family	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1629313697 >ALISON THOMPSON </A>	Occupational Therapist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1629276092 >SANDRA CETL </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1629236039 >STEPHANIE BARLIN </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1629206438 >SUSHMITA PAMIDI </A>	Sleep Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1629137161 >STEVEN CHMURA </A>	Radiation Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1629133459 >MCKAY MCKINNON </A>	Plastic and Reconstructive Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1629130174 >DIONNE BLACKMAN </A>	Internal Medicine	<span style=color:black>3082 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	35.1	( peers 16.6)	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1629129697 >LARRY DIXON </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1629128657 >MARK ABE </A>	Pediatric Critical Care Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1629047881 >LEINI-LUCK PENA </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1619901204 >LYDIA HOHMAN </A>	Occupational Therapist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1619364460 >SILAS JOSEPH </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1619363165 >TRISTAN LEVEY </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1619358868 >CATHERINE BERGER </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1619324605 >AISHAT ADEBISI </A>	Obstetrics & Gynecology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1619293214 >SHIJI YOHANNAN </A>	Nurse Anesthetist, Certified Registered	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1619264538 >SEAN PITRODA </A>	Radiation Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1619262177 >CHRISTOPHER WEBER </A>	Anatomic Pathology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
